"Order Date","Customer Name","State","Category","Sub-Category","Product Name","Sales","Quantity","Profit"
"2014-11-24","Nat Gilpin","Michigan","Office Supplies","Art","Hunt PowerHouse Electric Pencil Sharpener, Blue",151.92,4,45.576
"2014-11-24","Nat Gilpin","Michigan","Office Supplies","Labels","Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,96.3438
"2014-11-24","Nat Gilpin","Michigan","Office Supplies","Paper","Xerox 1885",144.12,3,69.1776
"2014-11-24","Nat Gilpin","Michigan","Office Supplies","Paper","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,7.98
"2017-11-25","Edward Becker","California","Technology","Phones","PayAnywhere Card Reader",39.96,5,3.4965
"2017-11-25","Edward Becker","California","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,15.336
"2017-09-28","Sung Pak","Florida","Office Supplies","Paper","Xerox 220",10.368,2,3.6288
"2014-10-13","Sibella Parks","New York","Office Supplies","Binders","Recycled Pressboard Report Cover with Reinforced Top Hinge",7.752,3,2.8101
"2014-06-03","Ross Baird","Michigan","Office Supplies","Envelopes","Security-Tint Envelopes",15.28,2,7.4872
"2014-06-17","Duane Benoit","Delaware","Technology","Machines","Texas Instruments TI-34 Scientific Calculator",65.97,3,31.0059
"2015-10-29","Nona Balk","California","Office Supplies","Paper","Xerox 1898",33.4,5,16.032
"2015-10-29","Nona Balk","California","Office Supplies","Envelopes","Strathmore #10 Envelopes, Ultimate White",210.84,4,103.3116
"2014-01-20","Xylona Preis","Michigan","Office Supplies","Storage","Eldon Fold 'N Roll Cart System",13.98,1,4.0542
"2014-01-20","Xylona Preis","Michigan","Furniture","Furnishings","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",272.94,3,30.0234
"2014-01-20","Xylona Preis","Michigan","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,8.9535
"2014-01-20","Xylona Preis","Michigan","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,93.5816
"2014-01-20","Xylona Preis","Michigan","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",66.58,2,15.9792
"2014-01-20","Xylona Preis","Michigan","Office Supplies","Art","Panasonic KP-4ABK Battery-Operated Pencil Sharpener",43.92,3,12.7368
"2014-01-20","Xylona Preis","Michigan","Furniture","Furnishings","Ultra Door Push Plate",14.73,3,4.8609
"2014-01-20","Xylona Preis","Michigan","Office Supplies","Binders","Storex Dura Pro Binders",29.7,5,13.365
"2014-07-11","Mark Hamilton","New York","Office Supplies","Paper","Xerox 1881",49.12,4,23.0864
"2014-07-11","Mark Hamilton","New York","Office Supplies","Binders","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",18.28,5,6.398
"2016-08-30","Bruce Geld","California","Furniture","Furnishings","Executive Impressions 10"" Spectator Wall Clock",47.04,4,15.9936
"2016-08-30","Bruce Geld","California","Technology","Phones","Panasonic KX TS3282W Corded phone",339.96,5,42.495
"2017-10-05","Todd Sumrall","New York","Technology","Phones","Samsung HM1900 Bluetooth Headset",87.8,4,43.9
"2017-10-05","Todd Sumrall","New York","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",221.382,2,2.4598
"2017-10-05","Todd Sumrall","New York","Technology","Machines","3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,1351.9896
"2016-12-31","Duane Benoit","Ohio","Office Supplies","Storage","Tennsco Industrial Shelving",156.512,4,-35.2152
"2015-03-07","Eugene Moren","Delaware","Technology","Accessories","Microsoft Sculpt Comfort Mouse",119.85,3,52.734
"2015-03-07","Eugene Moren","Delaware","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,14.9156
"2015-03-07","Eugene Moren","Delaware","Office Supplies","Binders","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges",69.28,2,33.2544
"2015-03-07","Eugene Moren","Delaware","Technology","Phones","LG G3",587.97,3,170.5113
"2017-10-20","Rick Bensley","New York","Office Supplies","Labels","Avery 478",24.55,5,12.0295
"2015-05-01","Patrick O'Brill","California","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,1,4.4138
"2015-05-01","Patrick O'Brill","California","Office Supplies","Storage","Eldon Simplefile Box Office",37.32,3,10.4496
"2015-05-01","Patrick O'Brill","California","Office Supplies","Supplies","Acme 10"" Easy Grip Assistive Scissors",35.06,2,10.518
"2017-09-03","Arthur Gainer","Texas","Furniture","Furnishings","Eldon Advantage Foldable Chair Mats for Low Pile Carpets",108.4,5,-105.69
"2017-11-03","Beth Fritzler","Florida","Technology","Phones","Polycom SoundPoint IP 450 VoIP phone",361.376,2,27.1032
"2015-09-13","Harry Greene","Pennsylvania","Office Supplies","Binders","Fellowes Twister Kit, Gray/Clear, 3/pkg",2.412,1,-2.01
"2015-09-06","Brendan Sweed","New York","Office Supplies","Appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",8.39,1,2.0975
"2015-09-06","Brendan Sweed","New York","Technology","Phones","ShoreTel ShorePhone IP 230 VoIP phone",337.98,2,101.394
"2014-10-06","Joy Daniels","Pennsylvania","Office Supplies","Storage","Tennsco Lockers, Gray",83.92,5,-13.637
"2017-01-23","Chris Selesnick","Washington","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets",19.68,5,6.888
"2017-01-23","Chris Selesnick","Washington","Office Supplies","Paper","Xerox 212",25.92,4,12.4416
"2017-01-23","Chris Selesnick","Washington","Office Supplies","Paper","Xerox 192",6.48,1,3.1104
"2017-01-23","Chris Selesnick","Washington","Technology","Phones","Griffin GC17055 Auxiliary Audio Cable",86.352,6,8.6352
"2015-12-10","Frank Carlisle","California","Office Supplies","Art","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,15.764
"2014-11-25","Sanjit Engle","Oregon","Office Supplies","Art","Dixon Ticonderoga Core-Lock Colored Pencils",51.016,7,8.2901
"2017-11-21","Chloris Kastensmidt","Washington","Office Supplies","Binders","Vinyl Sectional Post Binders",150.8,5,56.55
"2017-11-21","Chloris Kastensmidt","Washington","Technology","Machines","3D Systems Cube Printer, 2nd Generation, White",1039.992,1,103.9992
"2017-11-21","Chloris Kastensmidt","Washington","Office Supplies","Paper","Xerox 209",51.84,8,24.8832
"2017-04-04","Darrin Sayre","New York","Technology","Phones","Panasonic KX - TS880B Telephone",41.22,1,11.1294
"2017-04-04","Darrin Sayre","New York","Office Supplies","Supplies","Premier Automatic Letter Opener",240.37,1,7.2111
"2017-04-04","Darrin Sayre","New York","Technology","Phones","LG Electronics Tone+ HBS-730 Bluetooth Headset",119.02,2,33.3256
"2017-05-19","Sue Ann Reed","California","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements",133.12,5,49.92
"2016-10-03","Tracy Poddar","Texas","Furniture","Furnishings","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,-29.512
"2016-11-21","Julie Kriz","New York","Furniture","Bookcases","Hon Metal Bookcases, Putty",113.568,2,12.7764
"2017-10-03","Chuck Clark","New York","Furniture","Furnishings","Magnifier Swing Arm Lamp",83.92,4,21.8192
"2017-10-03","Chuck Clark","New York","Office Supplies","Art","Quartet Alpha White Chalk, 12/Pack",6.63,3,3.1161
"2017-10-03","Chuck Clark","New York","Technology","Accessories","Logitech G19 Programmable Gaming Keyboard",371.97,3,66.9546
"2014-04-29","Laura Armstrong","Tennessee","Furniture","Chairs","Global Leather Executive Chair",561.584,2,70.198
"2014-04-29","Laura Armstrong","Tennessee","Office Supplies","Storage","2300 Heavy-Duty Transfer File Systems by Perma",99.92,5,-1.249
"2016-10-07","Arthur Wiediger","Pennsylvania","Office Supplies","Labels","Avery 511",4.928,2,1.7248
"2016-12-15","Benjamin Patterson","California","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.2804
"2017-04-10","Dennis Bolton","Connecticut","Technology","Accessories","Logitech G700s Rechargeable Gaming Mouse",99.99,1,41.9958
"2017-04-10","Dennis Bolton","Connecticut","Office Supplies","Storage","Recycled Steel Personal File for Hanging File Folders",286.15,5,71.5375
"2014-04-08","Pauline Chand","Arizona","Office Supplies","Fasteners","Alliance Super-Size Bands, Assorted Sizes",49.792,8,-11.8256
"2016-03-29","Troy Blackwell","Ohio","Furniture","Bookcases","Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5,-167.986
"2016-03-29","Troy Blackwell","Ohio","Technology","Phones","Clearsounds A400",158.376,4,-36.9544
"2017-01-15","Tim Brockman","Texas","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,-52.4544
"2017-01-15","Tim Brockman","Texas","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",47.984,2,14.3952
"2017-01-15","Tim Brockman","Texas","Technology","Accessories","Maxell 74 Minute CDR, 10/Pack",62.592,8,13.3008
"2017-01-15","Tim Brockman","Texas","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",4.276,1,-6.6278
"2014-01-30","Mike Vittorini","Michigan","Office Supplies","Paper","Xerox 1972",10.56,2,4.752
"2014-01-30","Mike Vittorini","Michigan","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving.",229.94,2,6.8982
"2015-02-07","Damala Kotsonis","Virginia","Office Supplies","Envelopes","Cameo Buff Policy Envelopes",311.15,5,146.2405
"2015-02-07","Damala Kotsonis","Virginia","Office Supplies","Paper","Xerox 1957",12.96,2,6.3504
"2016-12-14","Pete Kriz","New York","Office Supplies","Paper","Strathmore Photo Frame Cards",14.62,2,6.7252
"2016-12-14","Pete Kriz","New York","Office Supplies","Labels","Avery 474",5.76,2,2.8224
"2016-12-14","Pete Kriz","New York","Office Supplies","Fasteners","OIC Colored Binder Clips, Assorted Sizes",21.48,6,10.5252
"2016-12-14","Pete Kriz","New York","Furniture","Furnishings","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,198.46
"2016-12-14","Pete Kriz","New York","Office Supplies","Storage","Advantus Rolling Storage Box",17.15,1,4.6305
"2016-12-14","Pete Kriz","New York","Office Supplies","Binders","Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,7.803
"2017-10-31","Adrian Hane","Texas","Office Supplies","Art","Newell 350",5.248,2,0.5904
"2017-08-06","Gary Mitchum","New Hampshire","Technology","Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,247.485
"2017-08-06","Gary Mitchum","New Hampshire","Office Supplies","Labels","Avery 481",24.64,8,11.8272
"2017-08-06","Gary Mitchum","New Hampshire","Office Supplies","Art","Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,68.364
"2017-05-30","Bruce Degenhardt","Louisiana","Furniture","Bookcases","Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,33.8744
"2017-05-30","Bruce Degenhardt","Louisiana","Office Supplies","Binders","Avery Binder Labels",3.89,1,1.8672
"2017-05-30","Bruce Degenhardt","Louisiana","Furniture","Furnishings","Acrylic Self-Standing Desk Frames",8.01,3,3.0438
"2015-11-30","Raymond Messe","North Carolina","Technology","Phones","Avaya 4621SW VoIP phone",177.48,3,19.9665
"2017-08-31","Bart Watters","Washington","Furniture","Chairs","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",569.568,2,7.1196
"2017-08-31","Bart Watters","Washington","Office Supplies","Storage","Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,43.4217
"2017-05-14","Greg Tran","Texas","Furniture","Chairs","Global Commerce Series Low-Back Swivel/Tilt Chairs",899.43,5,-12.849
"2017-05-14","Greg Tran","Texas","Office Supplies","Art","Newell 309",46.2,5,5.775
"2017-05-14","Greg Tran","Texas","Office Supplies","Paper","Xerox 1936",47.952,3,16.1838
"2017-05-14","Greg Tran","Texas","Technology","Phones","PayAnywhere Card Reader",7.992,1,0.6993
"2017-05-14","Greg Tran","Texas","Office Supplies","Paper","Xerox 1937",76.864,2,26.9024
"2017-08-17","Adrian Hane","Kentucky","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",102.93,3,48.3771
"2017-08-17","Adrian Hane","Kentucky","Technology","Accessories","Logitech Desktop MK120 Mouse and keyboard Combo",98.16,6,9.816
"2017-11-10","Daniel Raglin","Florida","Office Supplies","Binders","GBC VeloBinder Strips",11.52,5,-7.68
"2017-08-21","Dionis Lloyd","Arizona","Office Supplies","Paper","Xerox 1941",83.88,1,29.358
"2016-03-08","Brian DeCherney","Pennsylvania","Technology","Phones","AT&T 17929 Lendline Telephone",108.576,4,-25.3344
"2016-03-08","Brian DeCherney","Pennsylvania","Office Supplies","Fasteners","Rubber Band Ball",5.984,2,-1.3464
"2016-10-31","Helen Wasserman","Oklahoma","Office Supplies","Supplies","Fiskars Softgrip Scissors",21.96,2,6.1488
"2016-10-31","Helen Wasserman","Oklahoma","Furniture","Chairs","Hon Mobius Operator's Chair",368.97,3,81.1734
"2016-10-31","Helen Wasserman","Oklahoma","Office Supplies","Art","Newell 31",12.39,3,3.4692
"2016-10-31","Helen Wasserman","Oklahoma","Office Supplies","Storage","Carina Mini System Audio Rack, Model AR050B",332.94,3,9.9882
"2014-07-26","Jack O'Briant","Utah","Technology","Accessories","Memorex Micro Travel Drive 16 GB",111.93,7,34.6983
"2015-10-24","Robert Dilbeck","California","Furniture","Chairs","Novimex High-Tech Fabric Mesh Task Chair",454.272,8,-73.8192
"2017-08-19","Doug O'Connell","Massachusetts","Office Supplies","Paper","Xerox 200",19.44,3,9.3312
"2016-05-23","Christopher Conant","Pennsylvania","Technology","Copiers","Canon imageCLASS 2200 Advanced Copier",8399.976,4,1119.9968
"2016-05-23","Christopher Conant","Pennsylvania","Office Supplies","Binders","Avery Legal 4-Ring Binder",6.294,1,-4.196
"2016-05-23","Christopher Conant","Pennsylvania","Office Supplies","Paper","Xerox 224",10.368,2,3.6288
"2016-05-23","Christopher Conant","Pennsylvania","Technology","Phones","Avaya 5410 Digital phone",122.382,3,-24.4764
"2014-11-03","Shahid Hopkins","North Carolina","Office Supplies","Storage","Acco Perma 4000 Stacking Storage Drawers",25.984,2,-1.624
"2014-11-03","Shahid Hopkins","North Carolina","Furniture","Tables","Hon Racetrack Conference Tables",945.036,6,-299.2614
"2014-11-03","Shahid Hopkins","North Carolina","Office Supplies","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos",14.301,7,-10.4874
"2014-11-03","Shahid Hopkins","North Carolina","Furniture","Furnishings","Tenex Antistatic Computer Chair Mats",410.352,3,-51.294
"2015-03-30","Fred Chung","Illinois","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,8.526
"2015-03-30","Fred Chung","Illinois","Technology","Phones","AT&T 17929 Lendline Telephone",180.96,5,13.572
"2017-05-27","James Galang","Idaho","Furniture","Furnishings","Eldon 400 Class Desk Accessories, Black Carbon",35,4,14.7
"2017-05-27","James Galang","Idaho","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers",477.15,5,28.629
"2017-05-27","James Galang","Idaho","Technology","Phones","Nokia Lumia 925",302.376,3,22.6782
"2017-12-14","Lena Creighton","Texas","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table",974.988,4,-97.4988
"2014-10-04","Chris Cortes","New York","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,-6.549
"2016-10-13","Bart Watters","New York","Office Supplies","Art","BIC Liqua Brite Liner",34.7,5,12.492
"2016-10-13","Bart Watters","New York","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",99.87,3,23.9688
"2016-10-13","Bart Watters","New York","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Perforations",37.94,2,18.2112
"2016-10-13","Bart Watters","New York","Office Supplies","Labels","Avery White Multi-Purpose Labels",24.9,5,11.454
"2016-10-13","Bart Watters","New York","Furniture","Furnishings","Howard Miller Distant Time Traveler Alarm Clock",82.26,3,33.7266
"2015-03-05","Jennifer Jackson","Illinois","Office Supplies","Fasteners","Binder Clips by OIC",7.104,6,2.4864
"2017-03-04","Tonja Turnell","Texas","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,-77.625
"2017-03-04","Tonja Turnell","Texas","Office Supplies","Labels","Avery 497",2.464,1,0.8624
"2017-03-04","Tonja Turnell","Texas","Office Supplies","Storage","Crate-A-Files",8.72,1,0.654
"2015-09-25","Erica Hackney","Connecticut","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2,5.1648
"2015-09-25","Erica Hackney","Connecticut","Office Supplies","Paper","Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,2,21.0128
"2015-09-25","Erica Hackney","Connecticut","Office Supplies","Art","Turquoise Lead Holder with Pocket Clip",6.7,1,2.211
"2015-12-19","Patrick Ryan","Illinois","Technology","Phones","Samsung Rugby III",158.376,3,13.8579
"2015-10-08","Brian Thompson","Texas","Office Supplies","Art","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2,0.559
"2017-07-31","Erin Creighton","California","Office Supplies","Storage","Eldon Portable Mobile Manager",56.56,2,15.2712
"2017-07-31","Erin Creighton","California","Furniture","Furnishings","Master Big Foot Doorstop, Beige",36.96,7,11.4576
"2014-08-05","Stephanie Phelps","New York","Technology","Phones","Plantronics CS 50-USB -�headset�- Convertible, Monaural",135.99,1,36.7173
"2014-08-05","Stephanie Phelps","New York","Office Supplies","Art","Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,7.0224
"2017-05-14","Anthony Jacobs","Maryland","Office Supplies","Art","OIC #2 Pencils, Medium Soft",3.76,2,1.0904
"2017-05-14","Anthony Jacobs","Maryland","Office Supplies","Art","Prang Colored Pencils",14.7,5,6.615
"2017-05-14","Anthony Jacobs","Maryland","Office Supplies","Art","Eberhard Faber 3 1/2"" Golf Pencils",37.2,5,9.3
"2017-05-14","Anthony Jacobs","Maryland","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard",89.97,3,18.8937
"2017-05-14","Anthony Jacobs","Maryland","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2,23.5764
"2017-05-14","Anthony Jacobs","Maryland","Office Supplies","Labels","Avery 505",74,5,37
"2016-09-22","Ann Steele","Kentucky","Furniture","Furnishings","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",13.28,2,6.3744
"2015-11-13","Allen Armold","Tennessee","Office Supplies","Storage","Portfile Personal File Boxes",84.96,6,6.372
"2017-05-22","Eric Hoffmann","California","Technology","Accessories","Maxell 74 Minute CDR, 10/Pack",68.46,7,25.3302
"2016-12-02","Deborah Brumfield","Rhode Island","Office Supplies","Storage","Deluxe Rollaway Locking File with Drawer",2079.4,5,582.232
"2016-12-02","Deborah Brumfield","Rhode Island","Technology","Phones","VTech DS6151",629.95,5,176.386
"2016-12-02","Deborah Brumfield","Rhode Island","Furniture","Furnishings","Eldon 500 Class Desk Accessories",72.42,6,23.8986
"2015-08-29","Chad Cunningham","Michigan","Technology","Phones","Samsung Rugby III",131.98,2,35.6346
"2015-08-29","Chad Cunningham","Michigan","Technology","Accessories","Logitech Desktop MK120 Mouse and keyboard Combo",114.52,7,11.452
"2014-06-06","Valerie Takahito","Texas","Office Supplies","Labels","Round Specialty Laser Printer Labels",100.24,10,33.831
"2016-03-18","Dave Brooks","Tennessee","Office Supplies","Appliances","Hoover WindTunnel Plus Canister Vacuum",871.8,3,87.18
"2014-01-14","Brendan Sweed","Pennsylvania","Furniture","Bookcases","Sauder Cornerstone Collection Library",61.96,4,-53.2856
"2017-06-03","Nick Radford","Florida","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders",4.554,3,-3.4914
"2017-06-03","Nick Radford","Florida","Office Supplies","Appliances","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,0.585
"2017-06-03","Nick Radford","Florida","Technology","Accessories","Logitech�P710e Mobile Speakerphone",205.992,1,-2.5749
"2017-06-03","Nick Radford","Florida","Office Supplies","Paper","Xerox 206",15.552,3,5.4432
"2017-06-03","Nick Radford","Florida","Technology","Phones","VTech DS6151",503.96,5,50.396
"2017-06-03","Nick Radford","Florida","Office Supplies","Appliances","Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7,1.8354
"2017-06-03","Nick Radford","Florida","Furniture","Bookcases","Bush Mission Pointe Library",241.568,2,0
"2017-06-03","Nick Radford","Florida","Technology","Accessories","WD My Passport Ultra 1TB Portable External Hard Drive",110.4,2,-4.14
"2017-06-03","Katherine Nockton","New York","Furniture","Tables","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,-115.4304
"2017-06-03","Katherine Nockton","New York","Technology","Machines","Hewlett-Packard 300S Scientific Calculator",78.66,6,36.1836
"2017-06-03","Katherine Nockton","New York","Office Supplies","Paper","Xerox 188",45.36,4,22.2264
"2015-03-21","Julia West","North Carolina","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",962.08,4,156.338
"2015-03-21","Julia West","North Carolina","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,-9.8463
"2015-03-21","Julia West","North Carolina","Office Supplies","Paper","Xerox 1883",295.456,14,96.0232
"2017-09-19","Jessica Myrick","New York","Office Supplies","Paper","Xerox 228",32.4,5,15.552
"2014-09-15","Monica Federle","Pennsylvania","Furniture","Furnishings","Seth Thomas 16"" Steel Case Clock",103.936,4,16.8896
"2016-11-20","Frank Atkinson","Florida","Furniture","Bookcases","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",289.568,2,10.8588
"2016-11-20","Frank Atkinson","Florida","Office Supplies","Storage","Akro-Mils 12-Gallon Tote",39.72,5,4.4685
"2016-11-20","Frank Atkinson","Florida","Technology","Phones","Grandstream GXP2100 Mainstream Business Phone",244.768,4,24.4768
"2017-10-28","Keith Herrera","Texas","Technology","Accessories","Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive",24,2,-2.7
"2017-10-28","Keith Herrera","Texas","Office Supplies","Paper","Xerox 21",15.552,3,5.4432
"2017-10-28","Keith Herrera","Texas","Technology","Accessories","Logitech Desktop MK120 Mouse and keyboard Combo",26.176,2,-3.272
"2015-07-24","Shirley Schmidt","Kentucky","Furniture","Furnishings","Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,6.0726
"2015-07-24","Shirley Schmidt","Kentucky","Office Supplies","Binders","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,9,62.1414
"2015-07-24","Shirley Schmidt","Kentucky","Technology","Accessories","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",279.86,14,64.3678
"2015-07-24","Shirley Schmidt","Kentucky","Office Supplies","Binders","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06,6,41.4276
"2014-11-02","Liz Carlisle","Ohio","Technology","Phones","Polycom CX300 Desktop Phone USB VoIP phone",539.964,6,-107.9928
"2014-11-02","Liz Carlisle","Ohio","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",50.232,7,-10.0464
"2014-11-02","Liz Carlisle","Ohio","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",19.242,3,-13.4694
"2017-11-17","Victoria Wilson","New York","Office Supplies","Storage","Deluxe Rollaway Locking File with Drawer",1247.64,3,349.3392
"2016-06-26","Lela Donovan","Illinois","Office Supplies","Art","Newell 311",5.304,3,0.4641
"2016-10-09","Sibella Parks","Pennsylvania","Office Supplies","Paper","Xerox 1947",19.136,4,5.98
"2016-10-09","Sibella Parks","Pennsylvania","Furniture","Furnishings","Luxo Professional Magnifying Clamp-On Fluorescent Lamps",332.832,4,-24.9624
"2017-12-20","David Kendrick","New York","Office Supplies","Paper","Xerox 1908",279.9,5,137.151
"2017-12-20","David Kendrick","New York","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",50.352,3,17.6232
"2017-12-20","David Kendrick","New York","Office Supplies","Paper","Xerox 188",34.02,3,16.6698
"2017-03-06","Frank Carlisle","California","Office Supplies","Art","Fluorescent Highlighters by Dixon",23.88,6,8.1192
"2017-03-06","Frank Carlisle","California","Office Supplies","Labels","Avery 49",11.52,4,5.6448
"2017-03-06","Frank Carlisle","California","Office Supplies","Paper","Xerox 1893",286.93,7,140.5957
"2017-03-06","Frank Carlisle","California","Technology","Phones","Digium D40 VoIP phone",206.384,2,23.2182
"2017-09-15","Rick Duston","California","Furniture","Chairs","Leather Task Chair, Black",218.352,3,0
"2017-09-15","Rick Duston","California","Furniture","Furnishings","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5,105.98
"2017-09-15","Rick Duston","California","Office Supplies","Art","Peel-Off China Markers",99.3,10,41.706
"2017-09-15","Rick Duston","California","Office Supplies","Appliances","Belkin 5 Outlet SurgeMaster Power Centers",108.96,2,30.5088
"2017-09-15","Rick Duston","California","Office Supplies","Binders","Cardinal Poly Pocket Divider Pockets for Ring Binders",2.688,1,0.84
"2017-01-16","Andy Reiter","Michigan","Office Supplies","Binders","GBC DocuBind P400 Electric Binding System",5443.96,4,2504.2216
"2017-01-16","Andy Reiter","Michigan","Furniture","Chairs","Office Star Flex Back Scooter Chair with Aluminum Finish Frame",302.67,3,72.6408
"2017-01-16","Andy Reiter","Michigan","Office Supplies","Paper","TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7,25.2315
"2016-07-07","Chad Cunningham","Pennsylvania","Office Supplies","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",10.08,2,3.276
"2016-07-07","Chad Cunningham","Pennsylvania","Technology","Phones","Panasonic KX T7731-B Digital phone",59.994,1,-12.9987
"2016-07-07","Chad Cunningham","Pennsylvania","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,-4.7625
"2016-07-07","Chad Cunningham","Pennsylvania","Office Supplies","Binders","GBC Standard Plastic Binding Systems' Combs",9.42,5,-7.85
"2016-12-23","Carol Adams","Rhode Island","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer",1999.96,4,899.982
"2014-12-22","Bradley Talbott","New York","Office Supplies","Storage","Desktop 3-Pocket Hot File",216.4,4,56.264
"2014-02-23","Michael Grace","Texas","Office Supplies","Labels","Staple-on labels",6.936,3,2.3409
"2014-02-23","Michael Grace","Texas","Office Supplies","Binders","GBC Plastic Binding Combs",4.428,3,-6.8634
"2017-12-04","Theone Pippenger","Minnesota","Office Supplies","Art","Newell 310",8.8,5,2.552
"2017-12-04","Theone Pippenger","Minnesota","Technology","Accessories","First Data TMFD35 PIN Pad",142.8,1,29.988
"2017-12-04","Theone Pippenger","Minnesota","Technology","Accessories","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology",399.95,5,143.982
"2014-11-17","Greg Tran","New York","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System",2152.776,3,726.5619
"2014-11-17","Greg Tran","New York","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",4007.84,10,-50.098
